Date,VH,Team,Pitcher,Open
2017-05-20,H,OAK,SMANAEA-L,101
2017-05-20,V,TOR,MBOLSINGER-R,130
2017-05-20,H,BAL,KGAUSMAN-R,-145
2017-05-20,V,TEX,AGRIFFIN-R,141
2017-05-20,H,DET,JVERLANDER-R,-161
2017-05-20,V,CWS,MPELFREY-R,145
2017-05-20,H,SEA,YGALLARDO-R,-165
2017-05-20,V,LAA,AMEYER-R,125
2017-05-20,H,NYM,ZWHEELER-R,-140
2017-05-21,V,WAS,SSTRASBURG-R,-170
2017-05-21,H,ATL,JGARCIA-L,150
2017-05-21,V,MIA,VWORLEY-R,175
2017-05-21,H,LOS,BMCCARTHY-R,-200
2017-05-21,V,COL,KFREELAND-L,-111
2017-05-21,H,CIN,BARROYO-R,101
2017-05-21,V,PHI,ANOLA-R,-109
2017-05-21,H,PIT,CKUHL-R,-101
2017-05-21,V,SFO,MCAIN-R,141
2017-05-21,H,STL,AWAINWRIGHT-R,-161
2017-05-21,V,MIL,CANDERSON-R,165
2017-05-21,H,CUB,JARRIETA-R,-185
2017-05-21,V,ARI,ZGODLEY-R,-116
2017-05-21,H,SDG,CRICHARD-L,106
2017-05-21,V,TEX,YDARVISH-R,-126
2017-05-21,H,DET,MBOYD-L,111
2017-05-21,V,NYY,CSABATHIA-L,122
2017-05-21,H,TAM,CARCHER-R,-137
2017-05-21,V,TOR,MESTRADA-R,111
2017-05-21,H,BAL,WMILEY-L,-126
2017-05-21,V,KAN,JJUNIS-R,135
2017-05-21,H,MIN,PHUGHES-R,-150
2017-05-21,V,CLE,DSALAZAR-R,106
2017-05-21,H,HOU,JMUSGROVE-R,-116
2017-05-21,V,BOS,ERODRIGUEZ-L,-112
2017-05-21,H,OAK,ATRIGGS-R,102
2017-05-21,V,CWS,DHOLLAND-L,110
2017-05-21,H,SEA,CHESTON-R,-120
2017-05-21,V,LAA,JCHAVEZ-R,-109
2017-05-21,H,NYM,TMILONE-L,-101
2017-05-21,V,KAN,IKENNEDY-R,-101
2017-05-21,H,MIN,AMEJIA-L,-109
2017-05-22,V,COL,JHOFFMAN-R,-109
2017-05-22,H,PHI,JEICKHOFF-R,-101
2017-05-22,V,PIT,GCOLE-R,-116
2017-05-22,H,ATL,MFOLTYNEWICZ-R,106
2017-05-22,V,SFO,TBLACH-L,166
2017-05-22,H,CUB,JLACKEY-R,-186
2017-05-22,V,KAN,JVARGAS-L,146
2017-05-22,H,NYY,MPINEDA-R,-166
2017-05-22,V,MIN,KGIBSON-R,137
2017-05-22,H,BAL,UJIMENEZ-R,-152
2017-05-22,V,LAA,JRAMIREZ-R,111
2017-05-22,H,TAM,JODORIZZI-R,-121
2017-05-22,V,DET,MFULMER-R,112
2017-05-22,H,HOU,BPEACOCK-R,-122
2017-05-22,V,CLE,JTOMLIN-R,-111
2017-05-22,H,CIN,SFELDMAN-R,101
2017-05-22,V,CWS,MGONZALEZ-R,172
2017-05-22,H,ARI,ZGREINKE-R,-192
2017-05-23,V,SFO,JCUETO-R,135
2017-05-23,H,CUB,JLESTER-L,-150
2017-05-23,V,COL,GMARQUEZ-R,-116
2017-05-23,H,PHI,ZEFLIN-R,106
2017-05-23,V,PIT,TGLASNOW-R,106
2017-05-23,H,ATL,RDICKEY-R,-116
2017-05-23,V,SDG,JCHACIN-R,136
2017-05-23,H,NYM,MHARVEY-R,-151
2017-05-23,V,STL,LLYNN-R,222
2017-05-23,H,LOS,CKERSHAW-L,-252
2017-05-23,V,MIN,ESANTANA-R,111
2017-05-23,H,BAL,DBUNDY-R,-126
2017-05-23,V,KAN,DDUFFY-L,121
2017-05-23,H,NYY,JMONTGOMERY-L,-136
2017-05-23,V,LAA,MSHOEMAKER-R,111
2017-05-23,H,TAM,ACOBB-R,-121
2017-05-23,V,TEX,ACASHNER-R,150
2017-05-23,H,BOS,RPORCELLO-R,-170
2017-05-23,V,DET,JZIMMERMANN-R,180
2017-05-23,H,HOU,LMCCULLERS-R,-205
2017-05-23,V,SEA,CBERGMAN-R,140
2017-05-23,H,WAS,JROSS-R,-160
2017-05-23,V,CLE,CCARRASCO-R,-146
2017-05-23,H,CIN,AGARRETT-L,131
2017-05-23,V,TOR,JBIAGINI-R,105
2017-05-23,H,MIL,JNELSON-R,-115
2017-05-23,V,CWS,DCOVEY-R,180
2017-05-23,H,ARI,PCORBIN-L,-205
2017-05-23,V,MIA,JURENA-R,111
2017-05-23,H,OAK,JHAHN-R,-126
2017-05-24,V,COL,TCHATWOOD-R,-110
2017-05-24,H,PHI,JHELLICKSON-R,100
2017-05-24,V,SDG,JCOSART-R,141
2017-05-24,H,NYM,RGSELLMAN-R,-156
2017-05-24,V,PIT,TWILLIAMS-R,125
2017-05-24,H,ATL,JTEHERAN-R,-140
2017-05-24,V,SFO,MMOORE-L,151
2017-05-24,H,CUB,KHENDRICKS-R,-171
2017-05-24,V,STL,MLEAKE-R,145
2017-05-24,H,LOS,RHILL-L,-165
2017-05-24,V,MIN,JBERRIOS-R,122
2017-05-24,H,BAL,CTILLMAN-R,-137
2017-05-24,V,KAN,JHAMMEL-R,165
2017-05-24,H,NYY,LSEVERINO-R,-185
2017-05-24,V,LAA,RNOLASCO-R,111
2017-05-24,H,TAM,ERAMIREZ-R,-121
2017-05-24,V,TEX,MPEREZ-L,231
2017-05-24,H,BOS,CSALE-L,-261
2017-05-24,V,DET,DNORRIS-L,145
2017-05-24,H,HOU,CMORTON-R,-165
2017-05-24,V,TOR,MSTROMAN-R,-117
2017-05-24,H,MIL,MGARZA-R,107
2017-05-24,V,MIA,EVOLQUEZ-R,117
2017-05-24,H,OAK,SGRAY-R,-132
2017-05-24,V,CWS,JQUINTANA-L,106
2017-05-24,H,ARI,RDELGADO-R,-116
2017-05-24,V,SEA,SGAVIGLIO-R,141
2017-05-24,H,WAS,TROARK-R,-156
2017-05-24,V,CIN,LBONILLA-R,161
2017-05-24,H,CLE,TBAUER-R,-181
2017-05-25,V,COL,TANDERSON-L,-111
2017-05-25,H,PHI,VVELASQUEZ-R,101
2017-05-25,V,SFO,JSAMARDZIJA-R,104
2017-05-25,H,CUB,EBUTLER-R,-114
2017-05-25,V,SDG,DLAMET-R,190
2017-05-25,H,NYM,RMONTERO-R,-215
2017-05-25,V,PIT,INOVA-R,-106
2017-05-25,H,ATL,BCOLON-R,-104
2017-05-25,V,ARI,RRAY-L,-111
2017-05-25,H,MIL,ZDAVIES-R,101
2017-05-25,V,STL,MWACHA-R,116
2017-05-25,H,LOS,KMAEDA-R,-131
2017-05-25,V,LAA,DWRIGHT-R,116
2017-05-25,H,TAM,MANDRIESE-R,-131
2017-05-25,V,TEX,NMARTINEZ-R,168
2017-05-25,H,BOS,DPOMERANZ-L,-188
2017-05-25,V,DET,JVERLANDER-R,-105
2017-05-25,H,HOU,MFIERS-R,-105
2017-05-25,V,SEA,AMIRANDA-L,136
2017-05-25,H,WAS,GGONZALEZ-L,-151
2017-05-26,V,CIN,TADLEMAN-R,141
2017-05-26,H,PHI,ANOLA-R,-156
2017-05-26,V,NYM,JDEGROM-R,-133
2017-05-26,H,PIT,CKUHL-R,118
2017-05-26,V,SDG,LPERDOMO-R,215
2017-05-26,H,WAS,MSCHERZER-R,-245
2017-05-26,V,ARI,ZGODLEY-R,104
2017-05-26,H,MIL,JGUERRA-R,-114
2017-05-26,V,STL,CMARTINEZ-R,-126
2017-05-26,H,COL,ASENZATELA-R,111
2017-05-26,V,CUB,JARRIETA-R,120
2017-05-26,H,LOS,AWOOD-L,-135
2017-05-26,V,ATL,JGARCIA-L,-105
2017-05-26,H,SFO,MCAIN-R,-105
2017-05-26,V,TEX,AGRIFFIN-R,114
2017-05-26,H,TOR,MBOLSINGER-R,-124
2017-05-26,V,OAK,SMANAEA-L,155
2017-05-26,H,NYY,MTANAKA-R,-175
2017-05-26,V,KAN,IKENNEDY-R,153
2017-05-26,H,CLE,MCLEVINGER-R,-173
2017-05-26,V,SEA,YGALLARDO-R,162
2017-05-26,H,BOS,ERODRIGUEZ-L,-182
2017-05-26,V,TAM,CARCHER-R,-131
2017-05-26,H,MIN,HSANTIAGO-L,116
2017-05-26,V,BAL,KGAUSMAN-R,120
2017-05-26,H,HOU,JMUSGROVE-R,-135
2017-05-26,V,LAA,JCHAVEZ-R,111
2017-05-26,H,MIA,DSTRAILY-R,-126
2017-05-26,V,DET,MBOYD-L,-113
2017-05-26,H,CWS,MPELFREY-R,103
2017-05-27,V,SDG,CRICHARD-L,206
2017-05-27,H,WAS,SSTRASBURG-R,-236
2017-05-27,V,CIN,BARROYO-R,125
2017-05-27,H,PHI,JEICKHOFF-R,-140
2017-05-27,V,ARI,ZGREINKE-R,-140
2017-05-27,H,MIL,CANDERSON-R,125
2017-05-27,V,CUB,JLACKEY-R,111
2017-05-27,H,LOS,BMCCARTHY-R,-126
2017-05-27,V,NYM,ZWHEELER-R,120
2017-05-27,H,PIT,GCOLE-R,-135
2017-05-27,V,STL,AWAINWRIGHT-R,101
2017-05-27,H,COL,KFREELAND-L,-111
2017-05-27,V,ATL,MFOLTYNEWICZ-R,120
2017-05-27,H,SFO,TBLACH-L,-135
2017-05-27,V,TEX,YDARVISH-R,-102
2017-05-27,H,TOR,MESTRADA-R,-108
2017-05-27,V,KAN,JVARGAS-L,140
2017-05-27,H,CLE,DSALAZAR-R,-160
2017-05-27,V,DET,BFARMER-R,-135
2017-05-27,H,CWS,DHOLLAND-L,120
2017-05-27,V,BAL,WMILEY-L,160
2017-05-27,H,HOU,DKEUCHEL-L,-180
2017-05-27,V,TAM,JODORIZZI-R,-115
2017-05-27,H,MIN,AMEJIA-L,105
2017-05-27,V,OAK,JCOTTON-R,143
2017-05-27,H,NYY,CSABATHIA-L,-163
2017-05-27,V,SEA,RWHALEN-R,140
2017-05-27,H,BOS,BJOHNSON-L,-160
2017-05-27,V,LAA,JRAMIREZ-R,-140
2017-05-27,H,MIA,VWORLEY-R,125
2017-05-27,V,DET,MFULMER-R,-135
2017-05-27,H,CWS,TDANISH-R,120
2017-05-28,V,SDG,JCHACIN-R,141
2017-05-28,H,WAS,JROSS-R,-161
2017-05-28,V,CIN,SFELDMAN-R,-121
2017-05-28,H,PHI,ZEFLIN-R,111
2017-05-28,V,ARI,PCORBIN-L,111
2017-05-28,H,MIL,JNELSON-R,-121
2017-05-28,V,STL,LLYNN-R,109
2017-05-28,H,COL,GMARQUEZ-R,-119
2017-05-28,V,ATL,RDICKEY-R,163
2017-05-28,H,SFO,JCUETO-R,-183
2017-05-28,V,CUB,JLESTER-L,141
2017-05-28,H,LOS,CKERSHAW-L,-161
2017-05-28,V,NYM,MHARVEY-R,-105
2017-05-28,H,PIT,TGLASNOW-R,-105
2017-05-28,V,TEX,ACASHNER-R,131
2017-05-28,H,TOR,JBIAGINI-R,-146
2017-05-28,V,OAK,ATRIGGS-R,150
2017-05-28,H,NYY,MPINEDA-R,-170
2017-05-28,V,KAN,DDUFFY-L,111
2017-05-28,H,CLE,JTOMLIN-R,-126
2017-05-28,V,SEA,CBERGMAN-R,155
2017-05-28,H,BOS,RPORCELLO-R,-175
2017-05-28,V,DET,JZIMMERMANN-R,101
2017-05-28,H,CWS,MGONZALEZ-R,-111
2017-05-28,V,TAM,ACOBB-R,-111
2017-05-28,H,MIN,KGIBSON-R,101
2017-05-28,V,BAL,AASHER-R,199
2017-05-28,H,HOU,LMCCULLERS-R,-224
2017-05-28,V,LAA,MSHOEMAKER-R,-127
2017-05-28,H,MIA,JURENA-R,112
2017-05-29,V,PHI,JHELLICKSON-R,122
2017-05-29,H,MIA,EVOLQUEZ-R,-137
2017-05-29,V,LOS,RHILL-L,111
2017-05-29,H,STL,MLEAKE-R,-121
2017-05-29,V,WAS,TROARK-R,-122
2017-05-29,H,SFO,MMOORE-L,112
2017-05-29,V,ARI,RDELGADO-R,-101
2017-05-29,H,PIT,TWILLIAMS-R,-109
2017-05-29,V,MIL,MGARZA-R,122
2017-05-29,H,NYM,RGSELLMAN-R,-137
2017-05-29,V,CUB,KHENDRICKS-R,-201
2017-05-29,H,SDG,JCOSART-R,176
2017-05-29,V,OAK,DMENGDEN-R,206
2017-05-29,H,CLE,CCARRASCO-R,-236
2017-05-29,V,BOS,DPRICE-L,-172
2017-05-29,H,CWS,DHOLMBERG-L,152
2017-05-29,V,NYY,JMONTGOMERY-L,-102
2017-05-29,H,BAL,DBUNDY-R,-108
2017-05-29,V,TAM,ERAMIREZ-R,104
2017-05-29,H,TEX,MPEREZ-L,-114
2017-05-29,V,DET,DNORRIS-L,-102
2017-05-29,H,KAN,JHAMMEL-R,-108
2017-05-29,V,HOU,BPEACOCK-R,-105
2017-05-29,H,MIN,ESANTANA-R,-105
2017-05-29,V,SEA,SGAVIGLIO-R,141
2017-05-29,H,COL,TCHATWOOD-R,-156
2017-05-29,V,CIN,LBONILLA-R,170
2017-05-29,H,TOR,MSTROMAN-R,-190
2017-05-29,V,ATL,JTEHERAN-R,103
2017-05-29,H,LAA,RNOLASCO-R,-113
2017-05-30,V,PHI,VVELASQUEZ-R,-111
2017-05-30,H,MIA,JNICOLINO-L,101
2017-05-30,V,ARI,RRAY-L,-107
2017-05-30,H,PIT,INOVA-R,-103
2017-05-30,V,LOS,KMAEDA-R,-121
2017-05-30,H,STL,MWACHA-R,111
2017-05-30,V,MIL,ZDAVIES-R,106
2017-05-30,H,NYM,TPILL-R,-116
2017-05-30,V,CUB,EBUTLER-R,-141
2017-05-30,H,SDG,DLAMET-R,126
2017-05-30,V,WAS,GGONZALEZ-L,106
2017-05-30,H,SFO,JSAMARDZIJA-R,-116
2017-05-30,V,OAK,SGRAY-R,148
2017-05-30,H,CLE,TBAUER-R,-168
2017-05-30,V,NYY,LSEVERINO-R,-126
2017-05-30,H,BAL,CTILLMAN-R,111
2017-05-30,V,TAM,MANDRIESE-R,-121
2017-05-30,H,TEX,NMARTINEZ-R,111
2017-05-30,V,BOS,CSALE-L,-171
2017-05-30,H,CWS,JQUINTANA-L,151
2017-05-30,V,DET,JVERLANDER-R,-150
2017-05-30,H,KAN,ESKOGLUND-L,135
2017-05-30,V,HOU,MFIERS-R,112
2017-05-30,H,MIN,JBERRIOS-R,-122
2017-05-30,V,CIN,WOJCIECHOWSKI-R,155
2017-05-30,H,TOR,JHAPP-L,-175
2017-05-30,V,SEA,AMIRANDA-L,114
2017-05-30,H,COL,TANDERSON-L,-124
2017-05-30,V,ATL,BCOLON-R,109
2017-05-30,H,LAA,PBRIDWELL-R,-119
2017-05-31,V,ARI,ZGODLEY-R,105
2017-05-31,H,PIT,CKUHL-R,-115
2017-05-31,V,CUB,JARRIETA-R,-175
2017-05-31,H,SDG,LPERDOMO-R,155
2017-05-31,V,PHI,ANOLA-R,114
2017-05-31,H,MIA,DSTRAILY-R,-124
2017-05-31,V,MIL,JGUERRA-R,160
2017-05-31,H,NYM,JDEGROM-R,-180
2017-05-31,V,LOS,HRYU-L,117
2017-05-31,H,STL,CMARTINEZ-R,-132
2017-05-31,V,WAS,MSCHERZER-R,-176
2017-05-31,H,SFO,MCAIN-R,156
2017-05-31,V,HOU,DPAULINO-R,-125
2017-05-31,H,MIN,HSANTIAGO-L,110
2017-05-31,V,OAK,SMANAEA-L,132
2017-05-31,H,CLE,MCLEVINGER-R,-147
2017-05-31,V,NYY,MTANAKA-R,-112
2017-05-31,H,BAL,KGAUSMAN-R,102
2017-05-31,V,TAM,CARCHER-R,-141
2017-05-31,H,TEX,ABIBENS-DIRKX-R,126
2017-05-31,V,BOS,DPOMERANZ-L,-155
2017-05-31,H,CWS,MPELFREY-R,140
2017-05-31,V,DET,MBOYD-L,111
2017-05-31,H,KAN,IKENNEDY-R,-126
2017-05-31,V,CIN,TADLEMAN-R,130
2017-05-31,H,TOR,MBOLSINGER-R,-145
2017-05-31,V,ATL,JGARCIA-L,112
2017-05-31,H,LAA,JCHAVEZ-R,-127
2017-05-31,V,COL,ASENZATELA-R,141
2017-05-31,H,SEA,JPAXTON-L,-156
2017-06-01,V,ARI,ZGREINKE-R,-126
2017-06-01,H,MIA,JLOCKE-L,111
2017-06-01,V,MIL,CANDERSON-R,125
2017-06-01,H,NYM,ZWHEELER-R,-140
2017-06-01,V,LOS,BMCCARTHY-R,-111
2017-06-01,H,STL,AWAINWRIGHT-R,101
2017-06-01,V,OAK,JCOTTON-R,198
2017-06-01,H,CLE,CKLUBER-R,-223
2017-06-01,V,BOS,ERODRIGUEZ-L,-111
2017-06-01,H,BAL,WMILEY-L,101
2017-06-01,V,NYY,CSABATHIA-L,121
2017-06-01,H,TOR,MESTRADA-R,-136
2017-06-01,V,MIN,AMEJIA-L,109
2017-06-01,H,LAA,AMEYER-R,-119
2017-06-01,V,COL,KFREELAND-L,111
2017-06-01,H,SEA,YGALLARDO-R,-126
2017-06-02,V,STL,LLYNN-R,126
2017-06-02,H,CUB,JLACKEY-R,-141
2017-06-02,V,ARI,PCORBIN-L,102
2017-06-02,H,MIA,JURENA-R,-112
2017-06-02,V,SFO,TBLACH-L,-106
2017-06-02,H,PHI,JEICKHOFF-R,-104
2017-06-02,V,PIT,GCOLE-R,103
2017-06-02,H,NYM,MHARVEY-R,-113
2017-06-02,V,ATL,MFOLTYNEWICZ-R,100
2017-06-02,H,CIN,BARROYO-R,-110
2017-06-02,V,LOS,CKERSHAW-L,-230
2017-06-02,H,MIL,JNELSON-R,205
2017-06-02,V,COL,GMARQUEZ-R,-132
2017-06-02,H,SDG,CRICHARD-L,117
2017-06-02,V,NYY,MPINEDA-R,-126
2017-06-02,H,TOR,FLIRIANO-L,111
2017-06-02,V,BOS,RPORCELLO-R,-131
2017-06-02,H,BAL,AASHER-R,116
2017-06-02,V,CWS,DHOLLAND-L,150
2017-06-02,H,DET,MFULMER-R,-170
2017-06-02,V,HOU,DKEUCHEL-L,-129
2017-06-02,H,TEX,YDARVISH-R,114
2017-06-02,V,CLE,JTOMLIN-R,103
2017-06-02,H,KAN,JVARGAS-L,-113
2017-06-02,V,MIN,KGIBSON-R,131
2017-06-02,H,LAA,JRAMIREZ-R,-146
2017-06-02,V,TAM,JODORIZZI-R,-111
2017-06-02,H,SEA,CBERGMAN-R,101
2017-06-02,V,WAS,SSTRASBURG-R,-137
2017-06-02,H,OAK,ATRIGGS-R,122
2017-06-03,V,ARI,RDELGADO-R,109
2017-06-03,H,MIA,EVOLQUEZ-R,-119
2017-06-03,V,STL,MLEAKE-R,141
2017-06-03,H,CUB,JLESTER-L,-156
2017-06-03,V,SFO,JCUETO-R,-150
2017-06-03,H,PHI,BLIVELY-R,135
2017-06-03,V,LOS,RHILL-L,-149
2017-06-03,H,MIL,MGARZA-R,134
2017-06-03,V,COL,TCHATWOOD-R,-121
2017-06-03,H,SDG,JCHACIN-R,111
2017-06-03,V,ATL,RDICKEY-R,136
2017-06-03,H,CIN,SFELDMAN-R,-151
2017-06-03,V,PIT,TGLASNOW-R,131
2017-06-03,H,NYM,RGSELLMAN-R,-146
2017-06-03,V,NYY,JMONTGOMERY-L,112
2017-06-03,H,TOR,JBIAGINI-R,-127
2017-06-03,V,HOU,LMCCULLERS-R,-166
2017-06-03,H,TEX,ACASHNER-R,146
2017-06-03,V,CLE,CCARRASCO-R,-173
2017-06-03,H,KAN,JHAMMEL-R,153
2017-06-03,V,CWS,MGONZALEZ-R,115
2017-06-03,H,DET,JZIMMERMANN-R,-130
2017-06-03,V,BOS,DPRICE-L,-121
2017-06-03,H,BAL,DBUNDY-R,111
2017-06-03,V,MIN,ESANTANA-R,104
2017-06-03,H,LAA,MSHOEMAKER-R,-114
2017-06-03,V,TAM,ACOBB-R,-112
2017-06-03,H,SEA,SGAVIGLIO-R,102
2017-06-03,V,WAS,JROSS-R,-120
2017-06-03,H,OAK,DMENGDEN-R,110
2017-06-04,V,ATL,JTEHERAN-R,105
2017-06-04,H,CIN,AGARRETT-L,-115
2017-06-04,V,PIT,TWILLIAMS-R,108
2017-06-04,H,NYM,TPILL-R,-118
2017-06-04,V,ARI,BSHIPLEY-R,116
2017-06-04,H,MIA,VWORLEY-R,-131
2017-06-04,V,SFO,MMOORE-L,-114
2017-06-04,H,PHI,JHELLICKSON-R,104
2017-06-04,V,LOS,KMAEDA-R,-145
2017-06-04,H,MIL,ZDAVIES-R,130
2017-06-04,V,COL,JHOFFMAN-R,-117
2017-06-04,H,SDG,JCOSART-R,107
2017-06-04,V,STL,MWACHA-R,150
2017-06-04,H,CUB,KHENDRICKS-R,-170
2017-06-04,V,NYY,LSEVERINO-R,-105
2017-06-04,H,TOR,MSTROMAN-R,-105
2017-06-04,V,CWS,DHOLMBERG-L,168
2017-06-04,H,DET,JVERLANDER-R,-188
2017-06-04,V,BOS,CSALE-L,-176
2017-06-04,H,BAL,CTILLMAN-R,156
2017-06-04,V,CLE,TBAUER-R,-114
2017-06-04,H,KAN,ESKOGLUND-L,104
2017-06-04,V,HOU,BPEACOCK-R,-140
2017-06-04,H,TEX,MPEREZ-L,125
2017-06-04,V,MIN,JBERRIOS-R,-112
2017-06-04,H,LAA,RNOLASCO-R,102
2017-06-04,V,TAM,ERAMIREZ-R,114
2017-06-04,H,SEA,AMIRANDA-L,-124
2017-06-04,V,WAS,TROARK-R,-114
2017-06-04,H,OAK,SGRAY-R,104
2017-06-05,V,STL,CMARTINEZ-R,-131
2017-06-05,H,CIN,WOJCIECHOWSKI-R,116
2017-06-05,V,PHI,NPIVETTA-R,116
2017-06-05,H,ATL,BCOLON-R,-131
2017-06-05,V,SFO,JSAMARDZIJA-R,-105
2017-06-05,H,MIL,JGUERRA-R,-105
2017-06-05,V,MIA,DSTRAILY-R,111
2017-06-05,H,CUB,EBUTLER-R,-126
2017-06-05,V,WAS,GGONZALEZ-L,116
2017-06-05,H,LOS,HRYU-L,-131
2017-06-05,V,HOU,MFIERS-R,-136
2017-06-05,H,KAN,IKENNEDY-R,121
2017-06-05,V,TOR,JHAPP-L,104
2017-06-05,H,OAK,SMANAEA-L,-114
2017-06-06,V,STL,AWAINWRIGHT-R,-111
2017-06-06,H,CIN,TADLEMAN-R,101
2017-06-06,V,PHI,ANOLA-R,114
2017-06-06,H,ATL,JGARCIA-L,-129
2017-06-06,V,SFO,MCAIN-R,125
2017-06-06,H,MIL,CANDERSON-R,-140
2017-06-06,V,MIA,JLOCKE-L,165
2017-06-06,H,CUB,JARRIETA-R,-185
2017-06-06,V,SDG,DLAMET-R,151
2017-06-06,H,ARI,RRAY-L,-171
2017-06-06,V,WAS,MSCHERZER-R,-115
2017-06-06,H,LOS,BMCCARTHY-R,105
2017-06-06,V,BOS,DPOMERANZ-L,105
2017-06-06,H,NYY,MTANAKA-R,-115
2017-06-06,V,CWS,JQUINTANA-L,140
2017-06-06,H,TAM,CARCHER-R,-160
2017-06-06,V,LAA,JCHAVEZ-R,140
2017-06-06,H,DET,DNORRIS-L,-155
2017-06-06,V,HOU,DPAULINO-R,-145
2017-06-06,H,KAN,JJUNIS-R,130
2017-06-06,V,TOR,MESTRADA-R,-147
2017-06-06,H,OAK,JHAHN-R,132
2017-06-06,V,MIN,HSANTIAGO-L,175
2017-06-06,H,SEA,JPAXTON-L,-200
2017-06-06,V,PIT,INOVA-R,120
2017-06-06,H,BAL,KGAUSMAN-R,-135
2017-06-06,V,NYM,JDEGROM-R,-136
2017-06-06,H,TEX,DGEE-R,121
2017-06-06,V,CLE,MCLEVINGER-R,-111
2017-06-06,H,COL,ASENZATELA-R,101
2017-06-07,V,WAS,SSTRASBURG-R,145
2017-06-07,H,LOS,CKERSHAW-L,-165
2017-06-07,V,STL,LLYNN-R,-126
2017-06-07,H,CIN,BARROYO-R,111
2017-06-07,V,PHI,JEICKHOFF-R,116
2017-06-07,H,ATL,MFOLTYNEWICZ-R,-131
2017-06-07,V,MIA,JURENA-R,166
2017-06-07,H,CUB,JLACKEY-R,-186
2017-06-07,V,SFO,TBLACH-L,122
2017-06-07,H,MIL,JNELSON-R,-137
2017-06-07,V,SDG,LPERDOMO-R,170
2017-06-07,H,ARI,ZGREINKE-R,-190
2017-06-07,V,TOR,FLIRIANO-L,-115
2017-06-07,H,OAK,JCOTTON-R,105
2017-06-07,V,BOS,RPORCELLO-R,-104
2017-06-07,H,NYY,CSABATHIA-L,-106
2017-06-07,V,CWS,MPELFREY-R,143
2017-06-07,H,TAM,JFARIA-R,-163
2017-06-07,V,LAA,AMEYER-R,130
2017-06-07,H,DET,BFARMER-R,-145
2017-06-07,V,HOU,DKEUCHEL-L,-164
2017-06-07,H,KAN,JVARGAS-L,144
2017-06-07,V,MIN,AMEJIA-L,116
2017-06-07,H,SEA,YGALLARDO-R,-131
2017-06-07,V,CLE,TBAUER-R,-120
2017-06-07,H,COL,KFREELAND-L,110
2017-06-07,V,PIT,CKUHL-R,132
2017-06-07,H,BAL,WMILEY-L,-147
2017-06-07,V,NYM,ZWHEELER-R,136
2017-06-07,H,TEX,YDARVISH-R,-151
2017-06-08,V,STL,MLEAKE-R,-116
2017-06-08,H,CIN,SFELDMAN-R,106
2017-06-08,V,SFO,JCUETO-R,-133
2017-06-08,H,MIL,PESPINO-R,118
2017-06-08,V,SDG,CRICHARD-L,113
2017-06-08,H,ARI,PCORBIN-L,-128
2017-06-08,V,MIA,EVOLQUEZ-R,121
2017-06-08,H,PIT,GCOLE-R,-136
2017-06-08,V,PHI,BLIVELY-R,-111
2017-06-08,H,ATL,RDICKEY-R,101
2017-06-08,V,COL,TCHATWOOD-R,150
2017-06-08,H,CUB,JLESTER-L,-170
2017-06-08,V,LAA,JRAMIREZ-R,129
2017-06-08,H,DET,MFULMER-R,-144
2017-06-08,V,BOS,DPRICE-L,109
2017-06-08,H,NYY,MPINEDA-R,-119
2017-06-08,V,CWS,DHOLLAND-L,135
2017-06-08,H,TAM,JODORIZZI-R,-150
2017-06-08,V,HOU,LMCCULLERS-R,-186
2017-06-08,H,KAN,JHAMMEL-R,166
2017-06-08,V,MIN,KGIBSON-R,114
2017-06-08,H,SEA,CBERGMAN-R,-129
2017-06-08,V,BAL,AASHER-R,118
2017-06-08,H,WAS,JROSS-R,-133
2017-06-09,V,COL,GMARQUEZ-R,142
2017-06-09,H,CUB,MMONTGOMERY-L,-162
2017-06-09,V,MIA,VWORLEY-R,109
2017-06-09,H,PIT,TGLASNOW-R,-119
2017-06-09,V,NYM,MHARVEY-R,101
2017-06-09,H,ATL,JTEHERAN-R,-111
2017-06-09,V,PHI,JHELLICKSON-R,140
2017-06-09,H,STL,MWACHA-R,-160
2017-06-09,V,MIL,ZDAVIES-R,126
2017-06-09,H,ARI,RDELGADO-R,-141
2017-06-09,V,CIN,AGARRETT-L,170
2017-06-09,H,LOS,RHILL-L,-190
2017-06-09,V,CWS,MGONZALEZ-R,205
2017-06-09,H,CLE,CKLUBER-R,-235
2017-06-09,V,DET,JZIMMERMANN-R,146
2017-06-09,H,BOS,BJOHNSON-L,-166
2017-06-09,V,OAK,ATRIGGS-R,125
2017-06-09,H,TAM,ACOBB-R,-140
2017-06-09,V,BAL,DBUNDY-R,111
2017-06-09,H,NYY,JMONTGOMERY-L,-121
2017-06-09,V,LAA,MSHOEMAKER-R,168
2017-06-09,H,HOU,BPEACOCK-R,-188
2017-06-09,V,TOR,JBIAGINI-R,-109
2017-06-09,H,SEA,SGAVIGLIO-R,-101
2017-06-09,V,TEX,ACASHNER-R,151
2017-06-09,H,WAS,TROARK-R,-171
2017-06-09,V,KAN,ESKOGLUND-L,-106
2017-06-09,H,SDG,JCHACIN-R,-104
2017-06-09,V,MIN,ESANTANA-R,-109
2017-06-09,H,SFO,MMOORE-L,-101
2017-06-10,V,PHI,NPIVETTA-R,160
2017-06-10,H,STL,CMARTINEZ-R,-180
2017-06-10,V,COL,JHOFFMAN-R,111
2017-06-10,H,CUB,EBUTLER-R,-121
