Date,VH,Team,Pitcher,Open
2017-06-30,H,BAL,CTILLMAN-R,112
2017-06-30,V,BOS,DFISTER-R,131
2017-06-30,H,TOR,MESTRADA-R,-146
2017-06-30,V,NYY,MPINEDA-R,146
2017-06-30,H,HOU,LMCCULLERS-R,-166
2017-06-30,V,TEX,ABIBENS-DIRKX-R,-104
2017-06-30,H,CWS,MPELFREY-R,-106
2017-06-30,V,MIN,ESANTANA-R,105
2017-06-30,H,KAN,JVARGAS-L,-115
2017-06-30,V,SEA,AMIRANDA-L,-111
2017-06-30,H,LAA,PBRIDWELL-R,101
2017-06-30,V,ATL,MFOLTYNEWICZ-R,130
2017-06-30,H,OAK,,-145
2017-07-01,V,SFO,MMOORE-L,111
2017-07-01,H,PIT,CKUHL-R,-126
2017-07-01,V,PHI,,140
2017-07-01,H,NYM,ZWHEELER-R,-160
2017-07-01,V,MIA,TKOEHLER-R,119
2017-07-01,H,MIL,ZDAVIES-R,-134
2017-07-01,V,CUB,EBUTLER-R,-131
2017-07-01,H,CIN,JSTEPHENS-R,116
2017-07-01,V,WAS,GGONZALEZ-L,-111
2017-07-01,H,STL,MWACHA-R,101
2017-07-01,V,LOS,RHILL-L,-190
2017-07-01,H,SDG,DOVERTON-L,170
2017-07-01,V,COL,TCHATWOOD-R,136
2017-07-01,H,ARI,ZGREINKE-R,-151
2017-07-01,V,BOS,CSALE-L,-170
2017-07-01,H,TOR,,150
2017-07-01,V,TEX,CHAMELS-L,-136
2017-07-01,H,CWS,DHOLLAND-L,121
2017-07-01,V,MIN,JBERRIOS-R,-105
2017-07-01,H,KAN,LFARRELL-R,-105
2017-07-01,V,TAM,JODORIZZI-R,106
2017-07-01,H,BAL,DBUNDY-R,-116
2017-07-01,V,NYY,JMONTGOMERY-L,126
2017-07-01,H,HOU,FMARTES-R,-141
2017-07-01,V,CLE,CCARRASCO-R,-155
2017-07-01,H,DET,JZIMMERMANN-R,140
2017-07-01,V,SEA,SGAVIGLIO-R,104
2017-07-01,H,LAA,RNOLASCO-R,-114
2017-07-01,V,ATL,RDICKEY-R,125
2017-07-01,H,OAK,PBLACKBURN-R,-140
2017-07-01,V,CLE,JTOMLIN-R,-115
2017-07-01,H,DET,ASANCHEZ-R,105
2017-07-01,V,MIN,FJORGE-R,125
2017-07-01,H,KAN,JHAMMEL-R,-140
2017-07-02,V,PHI,NPIVETTA-R,141
2017-07-02,H,NYM,RMONTERO-R,-156
2017-07-02,V,CUB,JARRIETA-R,-140
2017-07-02,H,CIN,TADLEMAN-R,125
2017-07-02,V,SFO,JSAMARDZIJA-R,-119
2017-07-02,H,PIT,TWILLIAMS-R,109
2017-07-02,V,MIA,DSTRAILY-R,104
2017-07-02,H,MIL,JGUERRA-R,-114
2017-07-02,V,WAS,MSCHERZER-R,-126
2017-07-02,H,STL,CMARTINEZ-R,111
2017-07-02,V,COL,GMARQUEZ-R,116
2017-07-02,H,ARI,TWALKER-R,-131
2017-07-02,V,LOS,KMAEDA-R,-186
2017-07-02,H,SDG,JCHACIN-R,166
2017-07-02,V,BOS,DPOMERANZ-L,-111
2017-07-02,H,TOR,JBIAGINI-R,101
2017-07-02,V,CLE,MCLEVINGER-R,111
2017-07-02,H,DET,JVERLANDER-R,-121
2017-07-02,V,TAM,ACOBB-R,-111
2017-07-02,H,BAL,KGAUSMAN-R,101
2017-07-02,V,NYY,LSEVERINO-R,111
2017-07-02,H,HOU,MFIERS-R,-121
2017-07-02,V,TEX,TROSS-R,109
2017-07-02,H,CWS,JQUINTANA-L,-119
2017-07-02,V,MIN,HSANTIAGO-L,125
2017-07-02,H,KAN,TWOOD-L,-140
2017-07-02,V,SEA,JPAXTON-L,-132
2017-07-02,H,LAA,JCHAVEZ-R,117
2017-07-02,V,ATL,JTEHERAN-R,136
2017-07-02,H,OAK,SMANAEA-L,-151
2017-07-03,V,NYM,SMATZ-L,144
2017-07-03,H,WAS,SSTRASBURG-R,-164
2017-07-03,V,PIT,INOVA-R,106
2017-07-03,H,PHI,ANOLA-R,-116
2017-07-03,V,MIA,JLOCKE-L,134
2017-07-03,H,STL,AWAINWRIGHT-R,-149
2017-07-03,V,CIN,LCASTILLO-R,171
2017-07-03,H,COL,JHOFFMAN-R,-191
2017-07-03,V,TOR,MSTROMAN-R,116
2017-07-03,H,NYY,MTANAKA-R,-131
2017-07-03,V,BOS,RPORCELLO-R,-124
2017-07-03,H,TEX,MPEREZ-L,114
2017-07-03,V,LAA,AMEYER-R,114
2017-07-03,H,MIN,AMEJIA-L,-124
2017-07-03,V,CWS,CRODON-L,119
2017-07-03,H,OAK,JCOTTON-R,-134
2017-07-03,V,KAN,IKENNEDY-R,121
2017-07-03,H,SEA,AMOORE-R,-136
2017-07-03,V,BAL,WMILEY-L,-106
2017-07-03,H,MIL,BSUTER-L,-104
2017-07-04,V,NYM,SLUGO-R,142
2017-07-04,H,WAS,JROSS-R,-162
2017-07-04,V,MIA,JURENA-R,125
2017-07-04,H,STL,LLYNN-R,-140
2017-07-04,V,PIT,JTAILLON-R,-126
2017-07-04,H,PHI,MLEITER-R,111
2017-07-04,V,CIN,HBAILEY-R,137
2017-07-04,H,COL,KFREELAND-L,-152
2017-07-04,V,ARI,PCORBIN-L,260
2017-07-04,H,LOS,CKERSHAW-L,-300
2017-07-04,V,TOR,JHAPP-L,106
2017-07-04,H,NYY,CSABATHIA-L,-116
2017-07-04,V,LAA,JRAMIREZ-R,105
2017-07-04,H,MIN,KGIBSON-R,-115
2017-07-04,V,CWS,JSHIELDS-R,140
2017-07-04,H,OAK,DGOSSETT-R,-160
2017-07-04,V,KAN,DDUFFY-L,125
2017-07-04,H,SEA,FHERNANDEZ-R,-140
2017-07-04,V,BOS,DPRICE-L,111
2017-07-04,H,TEX,YDARVISH-R,-121
2017-07-04,V,SFO,MCAIN-R,190
2017-07-04,H,DET,MFULMER-R,-215
2017-07-04,V,TAM,CARCHER-R,128
2017-07-04,H,CUB,JLESTER-L,-143
2017-07-04,V,BAL,UJIMENEZ-R,136
2017-07-04,H,MIL,JNELSON-R,-151
2017-07-04,V,SDG,TCAHILL-R,275
2017-07-04,H,CLE,CKLUBER-R,-315
2017-07-04,V,HOU,BPEACOCK-R,-144
2017-07-04,H,ATL,SNEWCOMB-L,129
2017-07-05,V,PIT,GCOLE-R,-150
2017-07-05,H,PHI,BLIVELY-R,135
2017-07-05,V,MIA,EVOLQUEZ-R,150
2017-07-05,H,STL,MLEAKE-R,-170
2017-07-05,V,CIN,SFELDMAN-R,220
2017-07-05,H,COL,JGRAY-R,-250
2017-07-05,V,ARI,ZGODLEY-R,260
2017-07-05,H,LOS,AWOOD-L,-300
2017-07-05,V,TOR,MESTRADA-R,130
2017-07-05,H,NYY,MPINEDA-R,-145
2017-07-05,V,CWS,MPELFREY-R,195
2017-07-05,H,OAK,,-220
2017-07-05,V,BOS,DFISTER-R,-101
2017-07-05,H,TEX,ACASHNER-R,-109
2017-07-05,V,LAA,PBRIDWELL-R,150
2017-07-05,H,MIN,ESANTANA-R,-170
2017-07-05,V,KAN,JVARGAS-L,110
2017-07-05,H,SEA,AMIRANDA-L,-125
2017-07-05,V,TAM,BSNELL-L,134
2017-07-05,H,CUB,JLACKEY-R,-149
2017-07-05,V,SFO,TBLACH-L,139
2017-07-05,H,DET,DNORRIS-L,-154
2017-07-05,V,SDG,LPERDOMO-R,199
2017-07-05,H,CLE,TBAUER-R,-224
2017-07-05,V,HOU,JMUSGROVE-R,-140
2017-07-05,H,ATL,JGARCIA-L,125
2017-07-05,V,BAL,JAQUINO-L,130
2017-07-05,H,MIL,MGARZA-R,-145
2017-07-06,V,MIA,TKOEHLER-R,151
2017-07-06,H,STL,MWACHA-R,-171
2017-07-06,V,CIN,SROMANO-R,156
2017-07-06,H,COL,TCHATWOOD-R,-176
2017-07-06,V,PIT,CKUHL-R,-122
2017-07-06,H,PHI,,112
2017-07-06,V,ATL,MFOLTYNEWICZ-R,171
2017-07-06,H,WAS,GGONZALEZ-L,-191
2017-07-06,V,ARI,RRAY-L,146
2017-07-06,H,LOS,RHILL-L,-166
2017-07-06,V,HOU,LMCCULLERS-R,-157
2017-07-06,H,TOR,,142
2017-07-06,V,BOS,CSALE-L,-149
2017-07-06,H,TAM,JFARIA-R,134
2017-07-06,V,BAL,DBUNDY-R,141
2017-07-06,H,MIN,JBERRIOS-R,-156
2017-07-06,V,OAK,PBLACKBURN-R,129
2017-07-06,H,SEA,SGAVIGLIO-R,-144
2017-07-06,V,SFO,CSTRATTON-R,101
2017-07-06,H,DET,ASANCHEZ-R,-111
2017-07-06,V,SDG,DLAMET-R,164
2017-07-06,H,CLE,JTOMLIN-R,-184
2017-07-06,V,MIL,ZDAVIES-R,141
2017-07-06,H,CUB,MMONTGOMERY-L,-161
2017-07-07,V,PIT,TWILLIAMS-R,135
2017-07-07,H,CUB,EBUTLER-R,-150
2017-07-07,V,SDG,CRICHARD-L,125
2017-07-07,H,PHI,NPIVETTA-R,-140
2017-07-07,V,ATL,RDICKEY-R,240
2017-07-07,H,WAS,MSCHERZER-R,-275
2017-07-07,V,NYM,JDEGROM-R,107
2017-07-07,H,STL,CMARTINEZ-R,-117
2017-07-07,V,CIN,TADLEMAN-R,170
2017-07-07,H,ARI,ZGREINKE-R,-190
2017-07-07,V,MIA,DSTRAILY-R,-107
2017-07-07,H,SFO,MMOORE-L,-103
2017-07-07,V,HOU,CMORTON-R,-114
2017-07-07,H,TOR,ASANCHEZ-R,104
2017-07-07,V,DET,JZIMMERMANN-R,175
2017-07-07,H,CLE,CCARRASCO-R,-200
2017-07-07,V,BOS,DPOMERANZ-L,-121
2017-07-07,H,TAM,JODORIZZI-R,111
2017-07-07,V,LAA,RNOLASCO-R,141
2017-07-07,H,TEX,CHAMELS-L,-156
2017-07-07,V,BAL,KGAUSMAN-R,-115
2017-07-07,H,MIN,FJORGE-R,105
2017-07-07,V,OAK,SMANAEA-L,140
2017-07-07,H,SEA,JPAXTON-L,-155
2017-07-07,V,MIL,JGUERRA-R,170
2017-07-07,H,NYY,JMONTGOMERY-L,-190
2017-07-07,V,CWS,DHOLLAND-L,141
2017-07-07,H,COL,GMARQUEZ-R,-156
2017-07-07,V,KAN,JHAMMEL-R,175
2017-07-07,H,LOS,KMAEDA-R,-200
2017-07-08,V,ATL,JTEHERAN-R,179
2017-07-08,H,WAS,SSTRASBURG-R,-204
2017-07-08,V,SDG,JCHACIN-R,116
2017-07-08,H,PHI,ANOLA-R,-131
2017-07-08,V,NYM,ZWHEELER-R,130
2017-07-08,H,STL,AWAINWRIGHT-R,-145
2017-07-08,V,PIT,INOVA-R,160
2017-07-08,H,CUB,JARRIETA-R,-180
2017-07-08,V,MIA,CO'GRADY-L,140
2017-07-08,H,SFO,JSAMARDZIJA-R,-155
2017-07-08,V,CIN,LCASTILLO-R,155
2017-07-08,H,ARI,TWALKER-R,-175
2017-07-08,V,HOU,MFIERS-R,-114
2017-07-08,H,TOR,MSTROMAN-R,104
2017-07-08,V,BAL,WMILEY-L,125
2017-07-08,H,MIN,AMEJIA-L,-140
2017-07-08,V,BOS,RPORCELLO-R,107
2017-07-08,H,TAM,ACOBB-R,-117
2017-07-08,V,DET,JVERLANDER-R,142
2017-07-08,H,CLE,MCLEVINGER-R,-157
2017-07-08,V,LAA,JCHAVEZ-R,131
2017-07-08,H,TEX,TROSS-R,-146
2017-07-08,V,OAK,CSMITH-R,151
2017-07-08,H,SEA,AMOORE-R,-171
2017-07-08,V,MIL,BSUTER-L,176
2017-07-08,H,NYY,LSEVERINO-R,-201
2017-07-08,V,KAN,IKENNEDY-R,162
2017-07-08,H,LOS,BMCCARTHY-R,-182
2017-07-08,V,CWS,JQUINTANA-L,129
2017-07-08,H,COL,JHOFFMAN-R,-144
2017-07-09,V,PIT,CKUHL-R,156
2017-07-09,H,CUB,JLESTER-L,-176
2017-07-09,V,ATL,SNEWCOMB-L,155
2017-07-09,H,WAS,JROSS-R,-175
2017-07-09,V,SDG,TCAHILL-R,-108
2017-07-09,H,PHI,JEICKHOFF-R,-102
2017-07-09,V,NYM,SMATZ-L,102
2017-07-09,H,STL,LLYNN-R,-112
2017-07-09,V,MIA,JURENA-R,-127
2017-07-09,H,SFO,JCUETO-R,112
2017-07-09,V,CIN,HBAILEY-R,141
2017-07-09,H,ARI,PCORBIN-L,-161
2017-07-09,V,HOU,BPEACOCK-R,113
2017-07-09,H,TOR,JHAPP-L,-128
2017-07-09,V,BOS,DPRICE-L,-109
2017-07-09,H,TAM,CARCHER-R,-101
2017-07-09,V,BAL,UJIMENEZ-R,109
2017-07-09,H,MIN,KGIBSON-R,-119
2017-07-09,V,LAA,JRAMIREZ-R,162
2017-07-09,H,TEX,YDARVISH-R,-182
2017-07-09,V,OAK,DGOSSETT-R,143
2017-07-09,H,SEA,FHERNANDEZ-R,-163
2017-07-09,V,DET,MFULMER-R,197
2017-07-09,H,CLE,CKLUBER-R,-222
2017-07-09,V,MIL,JNELSON-R,131
2017-07-09,H,NYY,MTANAKA-R,-146
2017-07-09,V,CWS,CRODON-L,129
2017-07-09,H,COL,KFREELAND-L,-144
2017-07-09,V,KAN,DDUFFY-L,261
2017-07-09,H,LOS,CKERSHAW-L,-301
2017-07-14,V,STL,MLEAKE-R,113
2017-07-14,H,PIT,GCOLE-R,-123
2017-07-14,V,WAS,GGONZALEZ-L,-127
2017-07-14,H,CIN,TADLEMAN-R,112
2017-07-14,V,LOS,BMCCARTHY-R,-128
2017-07-14,H,MIA,DSTRAILY-R,113
2017-07-14,V,COL,JGRAY-R,134
2017-07-14,H,NYM,JDEGROM-R,-149
2017-07-14,V,ARI,TWALKER-R,-113
2017-07-14,H,ATL,RDICKEY-R,103
2017-07-14,V,PHI,NPIVETTA-R,144
2017-07-14,H,MIL,ZDAVIES-R,-164
2017-07-14,V,SFO,JCUETO-R,-125
2017-07-14,H,SDG,CRICHARD-L,110
2017-07-14,V,NYY,JMONTGOMERY-L,117
2017-07-14,H,BOS,DPOMERANZ-L,-132
2017-07-14,V,TOR,ASANCHEZ-R,113
2017-07-14,H,DET,JVERLANDER-R,-123
2017-07-14,V,MIN,JBERRIOS-R,146
2017-07-14,H,HOU,CMORTON-R,-166
2017-07-14,V,SEA,JPAXTON-L,-163
2017-07-14,H,CWS,JSHIELDS-R,143
2017-07-14,V,TEX,MPEREZ-L,111
2017-07-14,H,KAN,JHAMMEL-R,-126
2017-07-14,V,CLE,CCARRASCO-R,-152
2017-07-14,H,OAK,,137
2017-07-14,V,TAM,JFARIA-R,-110
2017-07-14,H,LAA,RNOLASCO-R,100
2017-07-14,V,CUB,MMONTGOMERY-L,-105
2017-07-14,H,BAL,KGAUSMAN-R,-105
2017-07-15,V,STL,LLYNN-R,113
2017-07-15,H,PIT,JTAILLON-R,-123
2017-07-15,V,PHI,ANOLA-R,128
2017-07-15,H,MIL,JNELSON-R,-143
2017-07-15,V,WAS,MSCHERZER-R,-175
2017-07-15,H,CIN,LCASTILLO-R,155
2017-07-15,V,LOS,AWOOD-L,-155
2017-07-15,H,MIA,JURENA-R,140
2017-07-15,V,ARI,PCORBIN-L,102
2017-07-15,H,ATL,MFOLTYNEWICZ-R,-112
2017-07-15,V,COL,TCHATWOOD-R,103
2017-07-15,H,NYM,SLUGO-R,-113
2017-07-15,V,SFO,MBUMGARNER-L,-152
2017-07-15,H,SDG,JCHACIN-R,137
2017-07-15,V,NYY,LSEVERINO-R,155
2017-07-15,H,BOS,CSALE-L,-175
2017-07-15,V,TOR,,125
2017-07-15,H,DET,MFULMER-R,-140
2017-07-15,V,MIN,ESANTANA-R,140
2017-07-15,H,HOU,JMUSGROVE-R,-155
2017-07-15,V,SEA,FHERNANDEZ-R,-145
2017-07-15,H,CWS,MPELFREY-R,130
2017-07-15,V,TEX,CHAMELS-L,-108
2017-07-15,H,KAN,DDUFFY-L,-102
2017-07-15,V,CLE,CKLUBER-R,-185
2017-07-15,H,OAK,PBLACKBURN-R,165
2017-07-15,V,TAM,ACOBB-R,-103
2017-07-15,H,LAA,JRAMIREZ-R,-107
2017-07-15,V,CUB,JARRIETA-R,-136
2017-07-15,H,BAL,WMILEY-L,121
2017-07-16,V,WAS,TROARK-R,-117
2017-07-16,H,CIN,HBAILEY-R,107
2017-07-16,V,LOS,RHILL-L,-170
2017-07-16,H,MIA,CO'GRADY-L,150
2017-07-16,V,COL,JHOFFMAN-R,119
2017-07-16,H,NYM,SMATZ-L,-134
2017-07-16,V,ARI,ZGODLEY-R,-101
2017-07-16,H,ATL,JGARCIA-L,-109
2017-07-16,V,STL,CMARTINEZ-R,-133
2017-07-16,H,PIT,TWILLIAMS-R,118
2017-07-16,V,PHI,,144
2017-07-16,H,MIL,MGARZA-R,-164
2017-07-16,V,SFO,JSAMARDZIJA-R,-117
2017-07-16,H,SDG,TCAHILL-R,107
2017-07-16,V,TOR,MESTRADA-R,-107
2017-07-16,H,DET,ASANCHEZ-R,-103
2017-07-16,V,MIN,KGIBSON-R,165
2017-07-16,H,HOU,MFIERS-R,-185
2017-07-16,V,SEA,AMOORE-R,-133
2017-07-16,H,CWS,DHOLLAND-L,118
2017-07-16,V,TEX,YDARVISH-R,-115
2017-07-16,H,KAN,IKENNEDY-R,105
2017-07-16,V,TAM,CARCHER-R,-141
2017-07-16,H,LAA,PBRIDWELL-R,126
2017-07-16,V,CLE,TBAUER-R,-112
2017-07-16,H,OAK,SMANAEA-L,102
2017-07-16,V,NYY,MTANAKA-R,129
2017-07-16,H,BOS,DPRICE-L,-144
2017-07-16,V,CUB,JQUINTANA-L,-144
2017-07-16,H,BAL,UJIMENEZ-R,129
2017-07-16,V,NYY,CSABATHIA-L,135
2017-07-16,H,BOS,RPORCELLO-R,-150
2017-07-17,V,WAS,SSTRASBURG-R,-142
2017-07-17,H,CIN,SFELDMAN-R,127
2017-07-17,V,MIL,BSUTER-L,110
2017-07-17,H,PIT,CKUHL-R,-120
2017-07-17,V,STL,AWAINWRIGHT-R,108
2017-07-17,H,NYM,ZWHEELER-R,-118
2017-07-17,V,PHI,JEICKHOFF-R,135
2017-07-17,H,MIA,TKOEHLER-R,-150
2017-07-17,V,CUB,JLESTER-L,-147
2017-07-17,H,ATL,JTEHERAN-R,132
2017-07-17,V,SDG,LPERDOMO-R,147
2017-07-17,H,COL,GMARQUEZ-R,-167
2017-07-17,V,TEX,ACASHNER-R,101
2017-07-17,H,BAL,CTILLMAN-R,-111
2017-07-17,V,TOR,MSTROMAN-R,115
2017-07-17,H,BOS,ERODRIGUEZ-L,-130
2017-07-17,V,NYY,BMITCHELL-R,-117
2017-07-17,H,MIN,AMEJIA-L,107
2017-07-17,V,SEA,AMIRANDA-L,175
2017-07-17,H,HOU,LMCCULLERS-R,-195
2017-07-17,V,DET,JZIMMERMANN-R,140
2017-07-17,H,KAN,JVARGAS-L,-155
2017-07-17,V,TAM,JODORIZZI-R,-110
2017-07-17,H,OAK,DGOSSETT-R,100
2017-07-17,V,CLE,JTOMLIN-R,-122
2017-07-17,H,SFO,MMOORE-L,112
2017-07-18,V,MIL,JGUERRA-R,127
2017-07-18,H,PIT,INOVA-R,-142
2017-07-18,V,STL,MWACHA-R,-117
2017-07-18,H,NYM,RMONTERO-R,107
2017-07-18,V,PHI,VVELASQUEZ-R,125
2017-07-18,H,MIA,ACONLEY-L,-140
2017-07-18,V,ARI,RRAY-L,-128
2017-07-18,H,CIN,SROMANO-R,113
2017-07-18,V,CUB,JLACKEY-R,-131
2017-07-18,H,ATL,SNEWCOMB-L,116
2017-07-18,V,SDG,DLAMET-R,140
2017-07-18,H,COL,ASENZATELA-R,-160
2017-07-18,V,TEX,TROSS-R,110
2017-07-18,H,BAL,DBUNDY-R,-120
2017-07-18,V,TOR,JHAPP-L,110
2017-07-18,H,BOS,BJOHNSON-L,-125
2017-07-18,V,NYY,LCESSA-R,-128
2017-07-18,H,MIN,BCOLON-R,113
2017-07-18,V,SEA,SGAVIGLIO-R,171
2017-07-18,H,HOU,BPEACOCK-R,-191
2017-07-18,V,DET,MBOYD-L,106
2017-07-18,H,KAN,TWOOD-L,-116
2017-07-18,V,TAM,BSNELL-L,-116
2017-07-18,H,OAK,CSMITH-R,106
2017-07-18,V,LOS,CKERSHAW-L,-301
2017-07-18,H,CWS,MGONZALEZ-R,261
2017-07-18,V,WAS,EJACKSON-R,-102
2017-07-18,H,LAA,JCHAVEZ-R,-108
2017-07-18,V,CLE,MCLEVINGER-R,-131
2017-07-18,H,SFO,TBLACH-L,116
2017-07-19,V,PHI,NPIVETTA-R,170
2017-07-19,H,MIA,DSTRAILY-R,-190
2017-07-19,V,CUB,MMONTGOMERY-L,-137
2017-07-19,H,ATL,RDICKEY-R,122
2017-07-19,V,SDG,CRICHARD-L,146
2017-07-19,H,COL,JGRAY-R,-166
2017-07-19,V,MIL,ZDAVIES-R,126
2017-07-19,H,PIT,GCOLE-R,-141
2017-07-19,V,STL,MLEAKE-R,141
2017-07-19,H,NYM,JDEGROM-R,-161
2017-07-19,V,ARI,ZGREINKE-R,-146
2017-07-19,H,CIN,TADLEMAN-R,131
2017-07-19,V,NYY,JMONTGOMERY-L,-112
2017-07-19,H,MIN,JBERRIOS-R,102
2017-07-19,V,SEA,JPAXTON-L,111
2017-07-19,H,HOU,CMORTON-R,-126
2017-07-19,V,TAM,JFARIA-R,112
2017-07-19,H,OAK,,-122
2017-07-19,V,TEX,MPEREZ-L,123
2017-07-19,H,BAL,KGAUSMAN-R,-138
2017-07-19,V,TOR,ASANCHEZ-R,115
2017-07-19,H,BOS,DPOMERANZ-L,-130
2017-07-19,V,DET,JVERLANDER-R,-116
2017-07-19,H,KAN,JHAMMEL-R,106
2017-07-19,V,CLE,CCARRASCO-R,-196
2017-07-19,H,SFO,MCAIN-R,176
2017-07-19,V,LOS,KMAEDA-R,-170
2017-07-19,H,CWS,CRODON-L,150
2017-07-19,V,WAS,GGONZALEZ-L,-122
2017-07-19,H,LAA,AMEYER-R,112
2017-07-20,V,STL,LLYNN-R,-103
2017-07-20,H,NYM,SLUGO-R,-107
2017-07-20,V,MIL,JNELSON-R,115
2017-07-20,H,PIT,JTAILLON-R,-130
2017-07-20,V,ARI,PCORBIN-L,-127
2017-07-20,H,CIN,LCASTILLO-R,112
2017-07-20,V,ATL,MFOLTYNEWICZ-R,195
2017-07-20,H,LOS,BMCCARTHY-R,-220
2017-07-20,V,SDG,JCHACIN-R,180
2017-07-20,H,SFO,MBUMGARNER-L,-205
2017-07-20,V,TOR,,112
2017-07-20,H,BOS,DFISTER-R,-127
2017-07-20,V,TEX,CHAMELS-L,-116
2017-07-20,H,BAL,WMILEY-L,106
2017-07-20,V,DET,MFULMER-R,-102
2017-07-20,H,KAN,DDUFFY-L,-108
2017-07-20,V,NYY,LSEVERINO-R,-112
2017-07-20,H,SEA,FHERNANDEZ-R,102
2017-07-21,V,STL,CMARTINEZ-R,134
2017-07-21,H,CUB,JARRIETA-R,-149
2017-07-21,V,MIL,MGARZA-R,120
2017-07-21,H,PHI,ANOLA-R,-135
2017-07-21,V,MIA,JURENA-R,103
2017-07-21,H,CIN,HBAILEY-R,-113
2017-07-21,V,PIT,TWILLIAMS-R,135
2017-07-21,H,COL,JHOFFMAN-R,-150
2017-07-21,V,WAS,MSCHERZER-R,-141
2017-07-21,H,ARI,ZGODLEY-R,126
2017-07-21,V,ATL,JGARCIA-L,250
2017-07-21,H,LOS,AWOOD-L,-285
2017-07-21,V,SDG,TCAHILL-R,136
2017-07-21,H,SFO,JSAMARDZIJA-R,-151
2017-07-21,V,HOU,MFIERS-R,-135
2017-07-21,H,BAL,UJIMENEZ-R,120
2017-07-21,V,TEX,YDARVISH-R,-112
2017-07-21,H,TAM,ACOBB-R,102
2017-07-21,V,TOR,MESTRADA-R,119
2017-07-21,H,CLE,TBAUER-R,-134
2017-07-21,V,DET,ASANCHEZ-R,113
2017-07-21,H,MIN,ESANTANA-R,-128
2017-07-21,V,CWS,JSHIELDS-R,160
2017-07-21,H,KAN,IKENNEDY-R,-180
2017-07-21,V,BOS,CSALE-L,-189
2017-07-21,H,LAA,RNOLASCO-R,169
2017-07-21,V,NYY,CSABATHIA-L,105
2017-07-21,H,SEA,AMOORE-R,-115
2017-07-21,V,OAK,PBLACKBURN-R,147
2017-07-21,H,NYM,SMATZ-L,-167
2017-07-22,V,STL,AWAINWRIGHT-R,145
2017-07-22,H,CUB,JLESTER-L,-165
2017-07-22,V,SDG,LPERDOMO-R,128
2017-07-22,H,SFO,MMOORE-L,-143
2017-07-22,V,MIL,BSUTER-L,-115
2017-07-22,H,PHI,,105
2017-07-22,V,MIA,CO'GRADY-L,-104
2017-07-22,H,CIN,RSTEPHENSON-R,-106
2017-07-22,V,PIT,CKUHL-R,119
2017-07-22,H,COL,GMARQUEZ-R,-134
2017-07-22,V,WAS,TROARK-R,-108
2017-07-22,H,ARI,ABANDA-L,-102
2017-07-22,V,ATL,JTEHERAN-R,209
2017-07-22,H,LOS,RHILL-L,-234
2017-07-22,V,HOU,CMCHUGH-R,-130
2017-07-22,H,BAL,CTILLMAN-R,115
2017-07-22,V,TEX,ACASHNER-R,175
2017-07-22,H,TAM,CARCHER-R,-200
2017-07-22,V,DET,JZIMMERMANN-R,-104
2017-07-22,H,MIN,KGIBSON-R,-106
2017-07-22,V,TOR,MSTROMAN-R,130
2017-07-22,H,CLE,DSALAZAR-R,-145
2017-07-22,V,CWS,MPELFREY-R,160
2017-07-22,H,KAN,JVARGAS-L,-180
2017-07-22,V,BOS,DPRICE-L,-137
2017-07-22,H,LAA,JRAMIREZ-R,122
2017-07-22,V,NYY,MTANAKA-R,-131
2017-07-22,H,SEA,AMIRANDA-L,116
2017-07-22,V,OAK,SMANAEA-L,-103
2017-07-22,H,NYM,ZWHEELER-R,-107
2017-07-23,V,MIA,TKOEHLER-R,100
2017-07-23,H,CIN,SROMANO-R,-110
2017-07-23,V,MIL,JGUERRA-R,107
2017-07-23,H,PHI,JEICKHOFF-R,-117
2017-07-23,V,PIT,INOVA-R,102
2017-07-23,H,COL,KFREELAND-L,-112
2017-07-23,V,SDG,DLAMET-R,111
2017-07-23,H,SFO,TBLACH-L,-126
2017-07-23,V,ATL,SNEWCOMB-L,325
2017-07-23,H,LOS,CKERSHAW-L,-380
2017-07-23,V,WAS,SSTRASBURG-R,-114
2017-07-23,H,ARI,RRAY-L,104
2017-07-23,V,STL,MWACHA-R,153
2017-07-23,H,CUB,JQUINTANA-L,-173
2017-07-23,V,TEX,TROSS-R,138
2017-07-23,H,TAM,JODORIZZI-R,-153
2017-07-23,V,TOR,JHAPP-L,180
2017-07-23,H,CLE,CKLUBER-R,-205
2017-07-23,V,HOU,LMCCULLERS-R,-145
2017-07-23,H,BAL,DBUNDY-R,130
2017-07-23,V,DET,MBOYD-L,-106
2017-07-23,H,MIN,AMEJIA-L,-104
2017-07-23,V,CWS,DHOLLAND-L,126
2017-07-23,H,KAN,TWOOD-L,-141
2017-07-23,V,BOS,RPORCELLO-R,-124
2017-07-23,H,LAA,PBRIDWELL-R,114
2017-07-23,V,NYY,CSMITH-L,107
2017-07-23,H,SEA,YGALLARDO-R,-117
2017-07-23,V,OAK,DGOSSETT-R,118
2017-07-23,H,NYM,RMONTERO-R,-133
2017-07-24,V,COL,ASENZATELA-R,118
2017-07-24,H,STL,MLEAKE-R,-133
2017-07-24,V,ATL,RDICKEY-R,163
2017-07-24,H,ARI,ZGREINKE-R,-183
2017-07-24,V,NYM,JDEGROM-R,-160
2017-07-24,H,SDG,CRICHARD-L,140
2017-07-24,V,PIT,GCOLE-R,-150
2017-07-24,H,SFO,MCAIN-R,135
2017-07-24,V,OAK,CSMITH-R,135
2017-07-24,H,TOR,,-150
2017-07-24,V,KAN,JHAMMEL-R,130
